title,date,year,text,tags,imageurl,imgID,image
Why Must SSIS Be Dissolved Now?,2011-03-20,2011,",The future can only be built until after the removal of the poisonous cancers of the past.,Everyone wants the fall of SSIS and this is a red line in the demands.,It is possible to redistribute the honorable ones among them within the police across the various units.,The state security apparatus controlled all aspects of life in Egypt, political, economic, and social, even cultural. It penetrated the parties. It controlled the election results with fraud and scandalous manipulation of the results. It penetrated the syndicates. It controlled the media. It controlled universities and student unions and the promotions of professors and teaching assistants and heads of departments in the educational system.,Likewise it interfered in judges’ actions and in the religious institutions.,It started to agitate sectarian strife to serve the agenda of those controlling it. It spied on our private lives and violated the sanctity of homes.,It manufactured black files for every official, big or small, and even normal people, to extort citizens and officials for their own benefit.,Its control reached the point that government employees were appointed and fired according to the decision of state security.,,,First: It monopolized power on every level and in every institution attached to the state.,Second: It ruined political life in Egypt with its corruption of official employees in districts and cities and provinces.,Third: With the agreement with state security, many officials were subjected to extortion, pay-offs, and financial dependence.,Fourth: The formation of militias of thugs to prevent voters from entering voting booths to make it easier to manufacture fradulent votes quietly. Likewise, these militias intimidated and beat protesters in Tahrir square.,Fifth: It’s responsible for everything from the explosions in Sharm al-Shaykh and the churches to the assassinations of the organization of January 25th revolutionaries and is responsible for leading the counter-revolution.,Sixth- The damage to the reputation of our precious Egypt in the global arena, Egypt became in its actions a state against democracy and political pluralism and oppression of freedoms, which led to a diminishing of its regional role.,,Follow us to the page of the revolution against corruption,","Regime, Security Forces",https://wayback.archive-it.org/2358/20120130155722im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/03/WhyAnInvestigationofStateSecurity.png,imgID45,
Islamic Labor Party: Proclamation 15,2011-03-18,2011,",As we expected, the mighty Egyptian people that overthrew the great tyrant had no difficulty proceeding with the stages of revolution with the overthrow of the Shafiq government that had desperately tried to play the role of continuing the Mubarak regime without Mubarak. The Military Council has verified again that he has been dismissed according to the demands of the revolution. It has nullified this miserable government, and it has named someone well-known for his good qualities, nationalism, and his clean record, the engineer ‘Isam Sharaf. He is the reason for bringing the discussion at last to the stage of rebuilding after most of the structures of the corrupt regime have been toppled.,Historically, the work of popular revolutions has been divided into two stages: toppling the old regime and building a new society according to the principles of the revolution and in the framework of a new order.,The two stages overlap, of course: The head of the regime, who gathered most of the political and economic power, together with the country’s riches, in his hands, is overthrown. The presidency, the real source of executive, constitutional, and temporal powers so long as the freedom of judgment has been wrested from the minister of justice, is itself overthrown. The people shatter the central security and oust Mubarak’s ministers. The revolution purifies a number of popular and official institutions and organizations and gets the official media to recognize its marches. Both corrupt chambers of parliament are dissolved. The people take control of various rights and political freedoms in a very real sense. After all that and a lot more, we can say with confidence that the revolution has achieved most of its goals for toppling the old regime.,Now our call is to proceed with the special rebuilding stage after being made certain that a new government will be formed. (We are concerned about the appointment of al-‘Azabi, the current governor of Asyut, as Minister of the Interior, because he lead the battle to stymie the demonstrations of women in the opposition during March 2005). Our call is to proceed with the rebuilding of the Egypt that Mubarak and his cronies wrecked and destroyed in a manner unprecedented throughout history.,This is not to say that the process of overthrow has come to an end, for still ahead of us is: doing away with the state security’s secret police, ending the state of emergency, the immediate release of all political prisoners, securing the freedom to establish political parties and newspapers with due process, chasing down and bringing to justice the murderers and thieves who were or are a part of the executive powers and the National Democratic Party, as well as the thieves headed by Mubarak and his family who called themselves businessmen, dissolving the corrupt local representative councils, and dismissing the Mubarak-appointed governors.,But continuing the struggle to overturn the remnants of the regime will not consume all of the nation’s energies. We must set out right away to rebuild and to raise the slogan, “A hand for rebuilding and a hand for carrying weapons!” By weapons, we mean continuing the popular agitation for the realization of the revolution’s goals in terms of overthrow, that is, in terms of the aforementioned demands.,We ask the children of the people to desist temporarily from strikes demanding sectarian rights, even though they are reasonable in making those requests. This is not a call for the country to return to normal, because normal does not mean continuing injustices or being silent about them. Instead, a real response to these requests calls for the long-awaited national government to look into the general state budget that was undertaken on the basis of social injustice, and to reclaim pilfered funds here and abroad to fund wage and salary increases and urgent service plans such as building houses for young people and the homeless and to engage the greater part of these groups in productive capacities in a new beginning of the revival of the national economy and solving the problem of unemployment. And we calculate that if with God’s graces the transitional government should succeed in effecting tangible change on all these fronts over the course of several months, then we and other nationalists—outside of the ruling power—are in support of it with all the ideas and experience we possess.,,(And say [unto them]: Act! Allah will behold your actions, and [so will] His messenger and the believers).,Everlasting glory for our upright martyrs.,Shame and dishonor for Mubarak and his supporters.,Victory for the people of Egypt and their glorious revolution.,,Magdi Ahmad Husayn,Secretary General,Friday 4 March 2011,","Other Parties, Politics",https://wayback.archive-it.org/2358/20120130162726im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/03/Islamic-Labor-Party.png,imgID46,
"Voice of the Revolution, #7",2011-03-18,2011,"osition of waiting for the government to fulfill our demands. And this is contrary to what our experience has shown us; that popular struggle is the only way to achieve our demands. Thus, what we need is to lay out our demands clearly and then struggle for them as one, pursuing this manner until we force the Army and the government to yield to the demands of the masses. What has happened with the Security Forces is the clearest example of this. Since the victory of the Revolution, we have been demanding the dissolution of the institutions of the Security Forces and the arraignment of those responsible for this, but as no one has done anything, the masses have decided to take the reins of the matter and achieve their objectives.,What the Army did, while some consider it surprising, is only natural when you look at the nature of the Army. For although it came into power because of the Revolution, it was always part of the old regime, and its leadership was chosen by Mubarak when he ruled.,Therefore, we must have confidence in ourselves, in our struggle, and in the unions, confederations, and committees created to protect the revolution. These structures are able to express and defend our true desires.,The National Security Forces have not fallen yet,As thousands of Egyptians stormed the strongholds of the Secret Police of the National Security Forces, its soldiers were trying to burn the documents in order to erase the evidence of their acts of torture and murder that revealed that this organization not only was the actual ruler of Egypt but that it also planned many egregious violations of the rights of the country, the most glaring of which were the bombing of the Church of al-Qidiseen in Alexandria1 and the explosions in Sharm al-Sheikh.,Some, especially the agents of the counter-revolution, have tried to fool us into believing that there are secret police organizations in all countries of the world. However, the truth is that you do not find an organization above the law in the democratic countries of the world. The Secret Police own secret prison cells beneath ground, and they carry out acts of torture against political opposition of all varieties till the point of death, while they are not subject to any reckoning for their sins.,The storming of the strongholds of the Secret Police or the freezing of their operations does not mean that they have been defeated. The powers of the counter-Revolution will fight desperately in order to save this organization even if it has changed its name and adjusted the way it looks.,The old regime is still strong and ruling despite the fall of Hosni Mubarak and various markers of his regime. It is not a coincidence that the Armed forces have dealt with those who attempted to storm the stronghold of Lazughli with extreme violence including electric-shock and torture, because it has copies of all the documents from the other bases. The dissolution of the Secret Police is a goal that is as important as the removal of Mubarak! Therefore the struggle must continue to remove this organization so that it may never return.,,","Revolution, Revolutionary Newspapers",https://wayback.archive-it.org/2358/20120130162817im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/03/VoiceoftheRevolution-MuslimsandCopts.png,imgID47,
Shame on the State Security,2011-03-18,2011,",Shame on the State Security,The protestors in Tahrir Square (Friday evening March 4, 2011) clearly and categorically refuse to break up their demonstrations before the demands of therevolution have been realized. They have tired of all the procrastination, the attempts tohijack the ability of the people to decide for themselves, and the lack of realization thatthere is a truth which has become evident: that what we have before us is a revolution ofmany integrated elements, not merely “ a tempest in a teacup” – that is, much ado about nothing, as had been imagined by the sick minds of some of the parasites of Mubarak’ sdictatorship, and the thugs of his State Security. On the contrary, life is now rich with theprocess of revolution, which throws punches in those ugly faces. Our peaceful protest, embodied by our unrelenting hold of Tahrir Square, is being followed by eyes in everystreet and alleyway, every factory and company, in Cairo and other cities of our country,just as it is being watched by the Arab masses in Benghazi, Zawiyyah, Tripoli, Aden,Sana’ a, Taiz, Manama, Baghdad, Muscat, and Amman. It represents the Mecca of allunderground revolutions, strikes, and protests, which are on their way from the Maghreball the way to Iraq. The protestors’ refusal to disband, which was a clear response to themere change of the president, incited some of the State Security officers and the trailingwaste of the fugitive National Democratic Party to assault a number of the protestors sitting in Tahrir Square on the evening of Friday, February 25, 2011. These were terribleand outrageous acts, expressing nothing more than the final frantic dance of a slain animal, and the State Security’ s terror at the mass scene surrounding the trial of the murderer Habib Al-Adli, the former Interior Minister.,From our end, we warn against the continuation of such dirty behavior, whose era,we believe, has now come to an end with the fall of the dictatorial regime. Should itcontinue, we will hold the Supreme Council for the Armed Forces – it being responsiblefor the nation’s security – entirely accountable for our reaction, which shall be fierce inthe face of any attempts to practice such disgusting behavior against the protestors.,Out of concern for the security of our country, we believe that the State SecurityInvestigations Service’ s (SSIS) behavior, which is carried out by thugs and thieves whofrequently resort to bullying and crime, just as they had become accustomed to doingduring the regime of the ousted dictator, will drive the country to consequences whichcould push it to its edge…,With regards to this matter, know that the Supreme Council’s refusal to grant ourrequest that the SSIS be disbanded as quickly as possible makes evident the hatred and animosity which fills their hearts for the people who carry the burden of theirsalaries. [As does] the continuation of their routine exercises of abuse toward thepeople, freedom, and the revolution and finally their attempt to obliterate or erasethe crimes they committed against the great Egyptian people by shredding thedocumentation, or burning the headquarters. They were built by funds cut from education, health, and housing budgets. [It is] as though [they are] burning a landbefore leaving it to the enemies.,Therefore, we believe that the Supreme Council of the Armed Forces has two choicesbefore it: either to take the initiative and immediately disband the State Security Investigations Services, to hand over those responsible for killing and terrorizing peaceful protestors to be tried in criminal court. Or [it can] announce its accountability for thecontinuation of the SSIS and carry the blame for the consequences pushing this nation to the brink.,","Regime, Security Forces",https://wayback.archive-it.org/2358/20120130155726im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/03/ShameOnTheStateSecurity1.png,imgID48,
“Beware of Sectarian Strife!”,2011-03-18,2011,",[Text near image],Enemies of the January 25th Revolution,BEWARE OF SECTARIAN STRIFE!,BEWARE OF STATE SECURITY FORCES!,BEWARE OF THE NATIONAL DEMOCRATIC PARTY!,We call on all of Egypt, Muslims and Christians alike…,Oh creators of the glorious and honorable revolution! Oh creators of the January 25th Revolution!,The Revolution began, and has not finished, and the houses of worship that have been destroyed, and all the sedition that has occurred, all of these are biased actions undertaken by the supporters of tyranny and the agents of the regime, along with State Security forces.,Take notice, sons of the nation, as I warn you of what is to come.,Take notice, oh sons of Egypt… Take notice, oh sons of the victorious and honorable revolution…Take notice, oh sons of the January 25th Revolution…,That those who have performed these despicable acts are the supporters of corruption and tyranny,And so, you must all combat the enemies of the revolution and cling to national unity, [whether you are] Muslim or Christian.,There is no way to live on Egypt’s land,Except through unity and standing in the face of tyranny,,The State Security forces, and the National Democratic Party.,The discussion continues…,All the people of Egypt,","Religion, Sectarian Strife",https://wayback.archive-it.org/2358/20120130160438im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/03/WarningOnSectarianStrife.png,imgID49,
“The Crescent with the Cross”,2011-03-18,2011,"These days, memories of the revolution of the 19th–the Egyptian people’s revolution of the previous century–come to mind to bless the roaring, rebellious January 25th revolution, victorious against tyranny and its symbols, against corruption and its sins–to give Egypt its freedom back, and to let the Egyptians, one and all, hold their heads high with pride. The entire world bowed before the Egyptians’ courage and perseverance… We are touched by memories of the revolution of the 19th, in which the crescent embraced the cross, Father Sergius delivered a speech from the minbar of al-Azhar, and Shaykh Abu al-’Aynayn chanted and was welcomed at the Baklut Bey Cathedral…and in which Sa’d Zaghloul, when asked how two Coptic ministers could be appointed, said that bullets failed to separate Muslims and Christians on the 19th… Egypt witnessed the appointment of Butrus Ghali as the Minister of Foreign Affairs in 1937, the appointment of Wissa as the chairman of the House of Representatives, and the appointment of Makram ‘Abid as the Secretary General for the Wafd Party (majority party). Ghandi learned how the nation’s prejudices melted in the flames of the revolution so that Egypt could live free and independent. Today, now that their blood has mixed together in the glorious revolution of January 25th, the Egyptians will not allow anyone to break apart the sons of the nation who seized their own freedom.,The Wafd Youth confirms its demand for a just and democratic civilian country which protects the civil rights of all its citizens–their complete and equal rights and duties–and guarantees the application of law to maintain the honor of the nation and its people.,In the same vein, the Wafd Youth reject the amendments to the constitution of ’71 which will make the next president into a new dictator. They demand the implementation of a new democratic constitution for all people which guarantees rights of citizenship and a just, civil nation.,For this reason, we demand the cancelation of the March 19th Referendum. May Egypt live free, and may its people live honorably and united and in tolerance and in freedom…The Wafd Youth.,","Constitution, March Referendum, Politics, Religion, Sectarian Strife, Wafd Party",https://wayback.archive-it.org/2358/20120130151441im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/03/WafdYouthAgainsttheAmendments.png,imgID50,
“An Attack on the Revolution”,2011-03-15,2011,"The clashes in Atfih come at a particular sensitive time and they raise several questions, especially since the previous period witnessed waves of popular anger and ignited an Egyptian revolution without one such incident, in spite of the absence of security and police forces in the streets. The revolution has realized gains and it is on its way to accomplishing important national, social and economic tasks.,Despite the clash of opinions over what caused this incident, we can only insist on the speedy disclosure of the true cause behind the fighting and that no effort be spared to hold the perpetrators to account.,We call upon the Egyptian people to come together and stand strong against the violence and false divisions that they have already publicly rejected and that are themselves obstacles to the progress of freedom and dignity. We also beg them not to fall in line behind dubious parties who foment incidents of sectarian strife in their desire to cripple the revolution of our great Egyptian people.,We demand guaranteed actualization of citizenship and the establishment of a true civil state, and the negation of the objective causes that led to events like these.,By this we mean the ignorance and the poverty and the oppression and the disparity between social classes and preferential social and religious distinctions that impair Egyptians’ citizenship rights.,Lastly, the Revolution Youth Union affirms that this revolution will continue and that the Egyptian popular struggle is the best chance to solve the comprehensive crises from which society is suffering. The union calls on the Egyptian Armed Forces to quickly intervene and resolve the situation.,Revolution Youth Union6 March 2011,","Movements, Religion, Sectarian Strife, Solidarity",https://wayback.archive-it.org/2358/20120130160441im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/03/Revolution-Youth-Union_0001.png,imgID51,
“The Following is a List of the Corrupt”,2011-03-15,2011,",In the name of God, the Merciful, the Compassionate: “Indeed,those who fight Allah and His Messenger seeking corruption through out the land are to be killed, crucified, or have their hands and feet cut off from opposite sides, or be banished from the Earth. This is their disgrace in this world, and then they will suffer great torment in the Hereafter.”[Al-Ma'ida/The Table Spread, 5:33],The following is a list of the corrupt:1 ) Hosni Mubarak2 ) Safwat al-Sherif3 ) Zakariyya ‘Azmi4 ) Omar Sulayman5 ) Fathi Surur6 ) Yusuf Wali7 ) ‘Atif ‘Abid8 ) Ahmed Nazif9 ) Butrus Ghali10 ) Mufid Shihab11 ) Ahmed Abu al-Ghit12 ) Anis al-Fiqqi13 ) Amal ‘Uthman14 ) Hatim al-Gabaly15 ) Habib al-’Adly16 ) Mahmud Wagdy17 ) Samih Fahmi18 ) Hany Hilal19 ) ‘A’isha ‘Abd al-Hadi20 ) Ahmad Darwish21 ) Isma’il Al-Sha’ir22 ) Ahmad ‘Izz23 ) Munir Thabit24 ) Baha’ al-Din Ibrahim25 ) Tareq Kamel26 ) Muhammad Abu al-’Aneen27 ) Ahmad al-Maghribi28 ) Hussayn Salem29 ) Ibrahim Sulayman30 ) Makram Muhammad Ahmed31 ) Rami Lakah32 ) Mumtaz al-Qatt33 ) ‘Abd al-Latif al-Munawi34 ) Murtada Mansour35 ) al-Waleed Ibn Talal36 ) Hitler Tantawi37 ) Mamduh Isma’il38 ) Hamdi Khalifa,","Mubarak and Family, Regime",NA,imgID52,
“The Basic Demand”,2011-03-15,2011,",,When millions of Egyptians went out on the 25th of January to gives themselves a voice and announce their main demand—the overthrow of the regime—the legitimacy of Mubarak, his regime, and his constitution, became null and void.,On the 11th of February, when Omar Suleiman announced the president’s resignation and theauthorization for the Supreme Council of the Armed Forces to administer the affairs of the country…….that authorization was from a president who had lost his legitimacy.,Thus, the legitimacy of the revolution has emerged to establish a new regime. The masses cheered for the army when it took up its mandate. They did not, however, give the army its mandate in order to rule but rather in order to implement the demands of the revolution.,It has seemed appropriate to us, some of the youths of the revolution, in delegating [authority] to a civilian presidential council to [have] a delegate for the revolution [who will] carry out ourrequests, carry burdens, and be critical of the army.,A council that will lead the country for a transitional period of two years during which time publicfreedoms will be instituted by nullifying the state of emergency, nullifying special courts, and whatever rules that emanated from them; by the formation of political parties, and the election of a constituent group which will frame a new constitution. A constitution established for a civilian state that will give very limited powers to the President of the Republic so as not to permit the creation of a new Pharaoh.,We call to rally around one demand that will achieve for us the rest of the demands:A presidential council that consists of a civilian politician, a civilian judge, and a compatible military personality.,","Demands, Revolution",https://wayback.archive-it.org/2358/20120130162839im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/03/BasicDemand.png,imgID53,
“Demands of the Revolution”,2011-03-15,2011,"Demands of the Revolution,1. The formulation of a presidential council consisting of 2 civilians and 1 soldier or 4 civilians and 1 soldier guaranteeing freedom of the press and freedom of political parties and releasing the rest of the freedoms in a period of a year.,2. The formulation of a new constitution .,3. The release of the prisoners of conscience.,4. Lifting the state of emergency.,5. The prosecution of the corrupt (officials) and those involved in the killing of protestors.,6. The presentation of the ousted president for trial.,7. The dissolution of the riot councils, the localities, the National Party, the freezing of the activities of its current and former members and the confiscation of its headquarters and funds for the benefit of the state.,8. The dissolution of the state security apparatus and regularity of police work in the Egyptian street.,","Demands, Revolution",https://wayback.archive-it.org/2358/20120130162249im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/03/DemandsoftheRevolutionVERYSHORT1.png,imgID54,
Experiences Away from the Spotlight,2011-03-15,2011,",“Experiences Far Away from the Spotlight”,[From Gurnal, Volume 1, Page 5],,I did not think for a moment when my friend asked me if I could travel to Bani Suwayf tomorrow. I have a strong desire for supporting counties far away from the spotlight, and for attempting to lift the curtain on what has happened and what might happen in these Egyptian villages.,We left Cairo at dawn on Wednesday, February 12 so that we could arrive to Rami’s house before nine in the morning. Rami, his friend, and his cousin had died as martyrs. At a modest house in the city of Biba, Rami’s family, his parents, his sister, his uncle, and his cousin greeted us. It was not long before a group of Rami’s friends joined us. We listened to what happened, to how eleven young men from the city had killed Rami. It was the same certainty and the same story that we heard in every house we went into that day.,His mother was interested in talking about how Rami had died one week after his birthday, a few days before his wedding. She opened a locked room; its walls painted a bright mauve adorned with a gold color. Rami had worked as an engraver. His room seemed to show me his mood, getting ready to welcome his wife. But they killed him. His only sin was that he had gone to take the injured to the hospital. May God take revenge upon them.,Let’s go back to the story of what happened on that bloody Saturday, the 29th of January. This is a story which does not cease to amaze me regardless of how often it’s heard and written about.,On this day, the secret police demanded that a group of youths go to the police station to pick up their motorcycles, which the chief detective had impounded, because he wanted to leave the department. The news of this spread throughout the region and young people convened there. Many of them bought motorcycles or rented them as a way to earn a living. Muhammad al-Dabsh confiscated them under the pretext [that they had committed] infractions and [amassed too many] fines. He asked for sums of money—as much as 1,000 Egyptian Pounds—to return the motorcycles. The complaints of the townsfolk were unsuccessful with the public prosecutor. There were more than 500 complaints against al-Dabsh but the prosecutor’s office was not interested in verifying any of them.,Almost 200 young men went out towards the police station but they were surprised by a hail of gunfire coming down upon them from every direction. They knocked down one man, covered in his own blood. When one of them ran towards him, they fired upon him and he fell next to the other man. Rami had not been involved with this crowd. He met up with them after one of his friends, who had been involved, asked for his help, saying: “The guys are workers; there are casualties by the dozens, we don’t know how to get them to the hospital”,Rami left the colors and al-Rula and ran to the scene of the crime to help his friend who had called him a few minutes ago. He had been struck by three bullets. He yelled, “You bastards! You killed ‘Akasha!” This was the first and last sentence [spoken] in this scene. No sooner had Rami leaned over to carry his friend than a bullet struck him in his right side, tore through his intestines and came out his lower stomach. At the same time, his cousin ‘Imad saw him fall, hit by gunfire. He ran towards Rami attempting to save him but he, too, was shot down by gunfire next to him. They left this world as they had lived in it, together.,Rami did not die at that moment, and one of the townspeople managed to carry him on a motorcycle “like a sacrificed animal”—as the locals would say. However, the hospital had not received instructions to get ready! Rami and the others went to Biba General Hospital but there was no one there to assist them. The doctors had run away. There were still desperate attempts to bring an ambulance from Zira’i Road. Forty-five minutes, however, were lost in vain before Rami and five others were put in an ambulance heading towards the Bani Suwayf General Hospital. The vehicle traveled for seven kilometers before Rami passed away.,The heroic chief detective, Muhammad Mustafa al-Dabsh, who had designed this trap for premeditated, intentional murder, had left his position as the chief detective of Biba to become the chief of the Drug Enforcement Unit in the Bani Suwayf province.,We went to the graveyard to see about the autopsy of these martyrs’ bodies. Most of them were buried without any kind of medical report or burial permit. I heard about Rami, ‘Akasha, and Ahmad. I had lived every detail of their [story] with their families only to turn and see them after their death. Their distinguishing characteristics had left them,. They resembled each other wearing a uniform fitted for pain. Oh how ugly this crime was!,I left Bani Suwayf shortly after 5:00 pm, yet Bani Suwayf did not leave me. The names of the deceased and the injured rang out in my ears, and the names of the officers harass my memory. ..The smell of death emanates from my body.,Our innocent children.,For a time we will not forget. For a time we will not let the murderers go unpunished. It might be that we forgive a police officer who makes a mistake by a verbal reprimand, but those who tortured, those who killed, those who planned, those who participated? Never. Personally, I will never forgive them even if it costs me my life.,Majida ‘Adali,,,________________,Acquired 8 March 2011,Translated by Elias Saba,Translation reviewed by Thomas Levi Thompson,« The Party of Change “Demands of the Revolution” »,You can be the first one to leave a comment.,Click here to cancel reply.,Tahrir Documents is an ongoing effort to archive and translate activist papers from the 2011 Egyptian uprising and its aftermath. Materials are collected from demonstrations in Cairo’s Tahrir Square and published in complete English translation alongside scans of the original documents. The project is not affiliated with any political organization, Egyptian or otherwise.,For more information please contact tahrirdocuments@gmail.com,Designed by,Copyright © 2012 Tahrir Documents. All rights reserved.",Solidarity,https://wayback.archive-it.org/2358/20120130162846im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/03/gurnalpages5-81.png,imgID55,
The Party of Change,2011-03-15,2011,",The Most Important of Our Goals and Principles,,1. Changing the constitution through an elected constituent assembly that includes legal and legislative.,2. A republican parliamentary state system separating the different powers.,3. Equality between citizens, in accordance with the principle that “Religion is for God and the nation is for all.”,4. Freedom of thought, opinion, and belief, as well as affirmation of respect for all religions.,5. Independence of the judiciary and a review of the slowness of litigation procedures, confirming that due respect be given to all citizens at all stages of investigation.,6. Independence of the press and all forms of media.,7. Repeal of the state of emergency and all special laws, the disbanding of all special courts, and codification of pre-trial detention.,8. Freedom to establish and support newspapers and political parties.,9. Creation of a ministry for moral guidance, the media, and youth (the positive development of and concern with morals and behaviors).,,The Preceding Principles and Goals Will Be Implemented throughout the First Year, God Willing,10. Concern with attracting emigrant scientists and creating an environment favorable to scientific research.,11. Reduction of unemployment and the creation of work opportunities for the youth, as well as unemployment assistance.,12. Encouragement of free investment with guidance, the creation of an environment favorable to investment, and the activation of laws that encourage investment and incentives complementary to these laws.,13. Raising the standard of living for all citizens, and raising minimum wage and pensions.,14. Attention to physical exercise through universities, schools, clubs, and youth centers.,15. Modification of the state’s administrative structure so that all public offices in all localities are determined via elections.,16. Creation of a society that encourages creativity and expression, leaving behind negativity, and the stimulation of noble morals (building the person anew).,17. Combatting corruption and bureaucratic bribery, as well as the phenomenon of street children.,,The Preceding Principles and Goals Will Be Implemented from the First Year to the Third Year, God Willing,18. Development of all forms and stages of education in order to keep pace with the age, and the creation of an environment of creativity and innovation.,19. Solving the problem of housing for the youth, in a mutually responsible manner for those unable to acquire housing.,20. Creation of a medical treatment system for citizens, ensuring they receive real health care.,21. Attention to the police and public security to ensure the safety, security, and quality of life of citizens.,22. Changing conscription laws to ensure the highest level of competence in the armed forces, as well as equality and justice between youths.,The Preceding Goals Will Be Implemented in Six Years, from the First to the Sixth Year, God Willing,,(Page 2),The Party of Change (My Hand in Yours; Prosper, Egypt),Long Live Egypt,Glory to the Martyrs,Praise and Pride to the Youth of Egypt,,For years, the dream was for change.,For years, the dream was for freedom and justice.,For years, the dream was that we would live under a democratic system established on freedom and social justice.,And so the slogan of our party was “My hand in your hand, we will change and change ourselves” before the revolution.,Our primary goals were freedom, justice, deliberation, and education but the existing powers and the existing system tightened the noose on us and prevented us from actualizing the “Party of Light” and from publishing our principles and dreams.,Now, to all free Egyptians, to all youth that hope and strive for change and the destruction of the idols and symbols of corruption and still insist on completing the process:,The time has come for work, and the time has come for fulfilling these dreams.,Your hand in mine, we will build our party for all honorable citizens and for all free youth,For all thinkers and all those with informed opinions. In the wake of the revolution, our party’s slogan is now:,,The Party of Change (My Hand in Yours; Prosper, Egypt) Under Construction,,To Participate and Contact,[phone number redacted],[phone number redacted] The Representative of the Founders,[phone number redacted] Ahmed Mukhtar Sharf al-Din,[phone number redacted] and the renowned Ahmed al- Mukhtar,,","Other Parties, Politics",https://wayback.archive-it.org/2358/20120130161618im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/03/PartyofChangeGoalsandPrinciples.png,imgID56,
Letter to the People of Egypt,2011-03-15,2011,",In the name of God the Merciful the Compassionate“I only want to fix what I can and my guidance is only with God.” God Almighty has spoken the truth.,A Letter to the People of Egypt,Congratulations to the people of Egypt on the occasion of the Revolution of the 25th of January. I have decided to run for the presidency of the Republic, having reflected and been assured by God in this matter, in order to remove the suffering of the Egyptian people and improve the standard of living.,Name: Ahmad Salah Musa ‘AmaraOne of the leaders of the January 25th revolution and one of the candidates for the People’s Assembly in 2010Occupation: Environmental health inspector in Baraka al-Saba‘Age: 40 years oldPlace of birth: Junzur center, Baraka al-Saba‘, al-ManufiaTelephone: [xxxxxxxxx],And for you, the candidacy platform:,1 – Writing a new constitution for the country2 – Abrogating work by the Emergency Law3 – Preserving national unity and fighting social strife abroad and within the country’s borders4 – Preserving public funds and fighting negligence5 – Fighting corruption and prosecuting the stealing of the people’s money6 – Building archaeological museums that contain archaeological discoveries to enliven tourism7 – Building factories throughout the Republic for the provision of work opportunities for the youth8 – Encouraging internal and foreign investment9 – Building housing units for the youth throughout the Republic10 – Building military factories to increase production and limit the expenses of the military11 – Lifting the minimum wage in relation to the increase in prices12 – Lowering fees for citizens in the building laws13 – Counting tariffs on the ships that cross the Suez Canal in Egyptian Pounds14 – Moving toward ownership of nuclear reactors for the production of energy15 – Promoting Egyptian citizens in the fields of education, health, supply, communications, and public utilities16 – Promoting the Egyptian peasant in agriculture and the provision of fertilizer and improving the distribution network covered17 – Protecting educational buildings and hospitals and providing them with ambulances18 – Increasing pension benefits to non-government workers and all parts of society19 – Fighting poverty and helping those with special needs and the powerless20 – Helping the people of Palestine and all Arab and Islamic causes as much as possible,,","Candidates, Politics",https://wayback.archive-it.org/2358/20120130162856im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/03/Lettertotheyouthofegypt_0001.png,imgID57,
Define Social Systems,2011-03-15,2011,",Q: Define social systems.,A: They are a group of organized “criteria” which act together. A group according to which societyagrees to regulate its behavior and relationships with each other in all the different aspects of life.,Q: What is the connection between society’s economic growth and social change?,A: Society’s economic growth affects the other social systems and makes them attempt to respondfrom their viewpoints to what caused the economic development.,Q: Why did the political system emerge, and what are its goals?,A: It emerged because of the struggle over wealth and the desire to control the economic resourcesand monopolize them for some of the [social] classes. Among its goals is reducing the phenomenonof class warfare and to distribute wealth fairly in society, as well as to mobilize the availableeconomic resources to serve society’s larger policy goals.,Q: The [various] forms of the political system and its philosophy are [actually] one in all societies.How true is this statement?,A: This statement is false: because there are democratic regimes such as the A.R.E. [Arab Republicof Egypt] and dictatorial regimes such as Hitler’s and Mussolini’s.,Q: Social systems are mutually supportive… explain.,A: The collaboration between the political system and other such systems inside a societycontributes to stability and the spread of a climate of security in society.,Q: Define education – the educational system.,A: A process with aims to instill [values in] individuals and the community and to raise them onvalues and criteria that society approves of.,Q: The educational goals vary with the variation in societies… explain.,In simple societies: such as a tribe and a village, the goal is for the individual to adapt tothe environment in which he lives and [the ability to] face all of his problems.,In contemporary societies: the goal is the preparation of specialists in all kinds of fieldssuch as astronomy, nuclear physics, and naval sciences.,,",Solidarity,https://wayback.archive-it.org/2358/20120130162953im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/03/UntitledFragment1.png,imgID58,
